Date,Open,High,Low,Close,Adj Close,Volume
2021-10-02,0.068767,0.071866,0.068635,0.071088,0.071088,402475
2021-10-03,0.071068,0.071201,0.070940,0.070920,0.070920,321921
2021-10-04,0.070929,0.069528,0.069765,0.068823,0.068823,361354
2021-10-05,0.068857,0.068467,0.068491,0.068301,0.068301,322870
2021-10-06,0.068263,0.065940,0.066272,0.064676,0.064676,394773
2021-10-07,0.064608,0.066966,0.064067,0.066684,0.066684,354799
2021-10-08,0.066681,0.065746,0.065743,0.066035,0.066035,300587
2021-10-09,0.065965,0.065626,0.065757,0.065051,0.065051,231171
2021-10-10,0.065038,0.064805,0.062330,0.062548,0.062548,295258
2021-10-11,0.062436,0.063880,0.062102,0.061675,0.061675,323202
2021-10-12,0.061694,0.061694,0.059912,0.062322,0.062322,323148
2021-10-13,0.062325,0.062846,0.062478,0.062825,0.062825,282421
2021-10-14,0.062803,0.066784,0.062754,0.066049,0.066049,339201
2021-10-15,0.066121,0.062202,0.065621,0.062711,0.062711,340404
2021-10-16,0.062760,0.064425,0.062658,0.062904,0.062904,272253
2021-10-17,0.062896,0.064400,0.061451,0.062500,0.062500,258443
2021-10-18,0.062510,0.062370,0.061082,0.060438,0.060438,280305
2021-10-19,0.060413,0.060341,0.060343,0.060341,0.060341,248961
2021-10-20,0.060343,0.063123,0.060165,0.062976,0.062976,308190
2021-10-21,0.063063,0.066222,0.064439,0.065171,0.065171,453634
2021-10-22,0.065193,0.065842,0.064882,0.065415,0.065415,320188
2021-10-23,0.065434,0.067949,0.065475,0.067949,0.067949,240767
2021-10-24,0.067953,0.068098,0.066242,0.067091,0.067091,245821
2021-10-25,0.067034,0.066591,0.067051,0.066908,0.066908,253740
2021-10-26,0.066900,0.068877,0.068224,0.068437,0.068437,284239
2021-10-27,0.068455,0.070195,0.067204,0.067204,0.067204,448332
2021-10-28,0.067111,0.069331,0.066929,0.070722,0.070722,428196
2021-10-29,0.070745,0.070973,0.070678,0.070945,0.070945,369089
2021-10-30,0.070937,0.071154,0.069658,0.069894,0.069894,236157
2021-10-31,0.069847,0.070500,0.069406,0.069931,0.069931,285363
2021-11-01,0.069933,0.070651,0.069690,0.070890,0.070890,294819
2021-11-02,0.070856,0.072844,0.070632,0.072514,0.072514,328889
2021-11-03,0.072591,0.073889,0.072302,0.073165,0.073165,336993
2021-11-04,0.073125,0.073044,0.072807,0.073835,0.073835,299668
2021-11-05,0.073837,0.073107,0.073025,0.073394,0.073394,246803
2021-11-06,0.073335,0.073685,0.072051,0.073489,0.073489,234514
2021-11-07,0.073528,0.073551,0.073381,0.072963,0.072963,213833
2021-11-08,0.072949,0.071339,0.072949,0.071220,0.071220,285508
2021-11-09,0.071190,0.071007,0.071071,0.070702,0.070702,311089
2021-11-10,0.070677,0.070842,0.070024,0.071331,0.071331,349997
2021-11-11,0.071320,0.073327,0.071050,0.072831,0.072831,276108
2021-11-12,0.072738,0.073505,0.072259,0.072746,0.072746,285493
2021-11-13,0.072740,0.073038,0.072322,0.072150,0.072150,224252
2021-11-14,0.072106,0.071836,0.070938,0.070667,0.070667,185941
2021-11-15,0.070678,0.072541,0.071488,0.071706,0.071706,256079
2021-11-16,0.071910,0.078342,0.070143,0.070084,0.070084,455734
2021-11-17,0.070044,0.071295,0.069762,0.071024,0.071024,367470
2021-11-18,0.071028,0.071476,0.069991,0.070258,0.070258,375526
2021-11-19,0.070172,0.074139,0.069952,0.073956,0.073956,354894
2021-11-20,0.073957,0.074372,0.073086,0.073872,0.073872,258777
2021-11-21,0.073910,0.073895,0.072457,0.072700,0.072700,239992
2021-11-22,0.072646,0.072988,0.072066,0.072633,0.072633,350905
2021-11-23,0.072485,0.073403,0.072542,0.073403,0.073403,378502
